Datetime,Close,High,Low,Open,Volume,RSI,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,EMA_20,EMA_50
2025-11-08 16:45:00+00:00,101747.3984375,101761.3984375,101715.1640625,101756.953125,51589120,44.415588092426965,101492.16900993843,101827.26171875,102162.35442756157,101865.83825757602,102143.45804039892
2025-11-08 17:00:00+00:00,101627.4140625,101834.5,101592.9453125,101834.5,82190336,41.442370895375106,101474.8517962819,101820.310546875,102165.7692974681,101843.1311913783,102123.22102165778
2025-11-08 17:15:00+00:00,101797.625,101815.984375,101659.328125,101659.328125,605696000,46.87531277313145,101474.03043841934,101810.725,102147.41956158067,101838.7972683899,102110.45255022022
2025-11-08 17:30:00+00:00,101895.703125,101913.4765625,101787.265625,101787.265625,0,49.76736989370842,101477.66718114018,101805.451953125,102133.23672510982,101844.21687378135,102102.03100413315
2025-11-08 17:45:00+00:00,101963.703125,101963.703125,101812.78125,101910.453125,950243328,51.729438862012756,101478.12119088368,101804.99453125,102131.86787161633,101855.59651675455,102096.60638142205
2025-11-08 18:00:00+00:00,101982.0703125,101982.0703125,101918.9609375,101956.0546875,353058816,52.27171761294061,101475.75245360432,101808.187890625,102140.62332764569,101867.64164015888,102092.1147708761
2025-11-08 18:15:00+00:00,101896.6953125,101976.5078125,101819.015625,101974.4296875,597098496,49.48868136870308,101485.71731205296,101799.7890625,102113.86081294704,101870.40865657233,102084.45126270449
2025-11-08 18:30:00+00:00,102030.9921875,102065.8828125,101915.0234375,101959.9140625,139038720,53.66753686781453,101493.30249762803,101796.65703125,102100.01156487197,101885.70232618449,102082.35482838274
2025-11-08 18:45:00+00:00,102201.7421875,102201.7421875,102000.1015625,102041.6953125,732192768,58.38197170709781,101462.91562308934,101810.629296875,102158.34297066067,101915.80136059549,102087.03668560302
2025-11-08 19:00:00+00:00,102109.8203125,102169.140625,102087.25,102159.5078125,0,55.12979969050018,101479.32172276953,101836.13203125,102192.94233973048,101934.27935601497,102087.9301611676
2025-11-08 19:15:00+00:00,101690.09375,102103.0234375,101557.6796875,102103.0234375,509026304,43.27564557381753,101482.61417144719,101837.315625,102192.01707855282,101911.02358401354,102072.32873327869
2025-11-08 19:30:00+00:00,101968.53125,101993.0625,101760.46875,101778.2578125,0,50.828989241890035,101482.59323252909,101837.359765625,102192.12629872092,101916.50050458367,102068.25824373834
2025-11-08 19:45:00+00:00,101920.5546875,101962.8515625,101878.125,101937.625,0,49.60333865628087,101485.3378935732,101841.916015625,102198.4941376768,101916.88661724237,102062.46594741527
2025-11-08 20:00:00+00:00,101993.234375,102027.3125,101955.2890625,101955.2890625,1003593728,51.51085529162784,101493.70980366373,101853.80390625,102213.89800883627,101924.15783226691,102059.75098379115
2025-11-08 20:15:00+00:00,102067.703125,102067.703125,101951.0078125,101956.1328125,0,53.45481399158396,101548.8711298402,101882.043359375,102215.2155889098,101937.82881252721,102060.062832466
2025-11-08 20:30:00+00:00,102094.8125,102108.28125,102054.59375,102079.3359375,667258880,54.17504968034058,101601.96462519756,101909.453515625,102216.94240605245,101952.77963990557,102061.42556452617
2025-11-08 20:45:00+00:00,102022.8046875,102127.5546875,102022.8046875,102099.03125,685158400,51.878721638327285,101644.40603983414,101928.721875,102213.03771016587,101959.44869205741,102059.91102032908
2025-11-08 21:00:00+00:00,102073.046875,102096.0234375,102032.0625,102032.0625,727764992,53.364071779060254,101653.57043905988,101940.81796875,102228.0654984401,101970.26756662337,102060.42615188479
2025-11-08 21:15:00+00:00,102084.515625,102084.515625,102040.234375,102040.234375,5165056,53.71527749807862,101665.28458411967,101953.823046875,102242.36150963033,101981.1483340878,102061.370837105
2025-11-08 21:30:00+00:00,102291.8984375,102291.8984375,102077.7265625,102081.1796875,19951616,59.634832623512914,101650.18719572749,101973.01796875,102295.84874177253,102010.74358203184,102070.41113515971
2025-11-08 21:45:00+00:00,102261.375,102329.9375,102228.4765625,102298.5625,97955840,58.449935069549355,101670.04201862107,101998.716796875,102327.39157512893,102034.61324088594,102077.89991417306
2025-11-08 22:00:00+00:00,102258.09375,102267.8046875,102200.9921875,102267.8046875,565317632,58.31579529760729,101730.36467315293,102030.25078125,102330.13688934706,102055.89709889679,102084.96633910746
2025-11-08 22:15:00+00:00,102310.7109375,102328.3984375,102225.65625,102328.3984375,865476608,59.90484830483832,101752.24781233788,102055.905078125,102359.56234391211,102080.16508352567,102093.81906845619
2025-11-08 22:30:00+00:00,102264.0546875,102303.21875,102217.53125,102300.0390625,666488832,57.80074441766553,101767.10412629305,102074.32265625,102381.54118620696,102097.67837914228,102100.49497508536
2025-11-08 22:45:00+00:00,102375.125,102396.3828125,102251.9921875,102264.7578125,917106688,61.28682074829489,101765.74390658684,102094.89375,102424.04359341317,102124.10186684302,102111.26477998396
2025-11-08 23:00:00+00:00,102381.1484375,102397.96875,102339.6875,102365.5078125,666603520,61.47270036608858,101767.58765346586,102114.84765625,102462.10765903414,102148.58249261987,102121.84845282773
2025-11-08 23:15:00+00:00,102405.21875,102405.21875,102365.6171875,102365.6171875,0,62.25267612161656,101786.22787903204,102140.273828125,102494.31977721797,102173.02404094179,102132.96101350116
2025-11-08 23:30:00+00:00,102350.8515625,102455.3203125,102311.9921875,102418.1484375,694185984,59.330987486999874,101794.59631851282,102156.266796875,102517.93727523719,102189.9599953759,102141.50574091288
2025-11-08 23:45:00+00:00,102283.6875,102363.171875,102279.125,102363.171875,37842944,55.844099688589424,101794.88904356875,102160.3640625,102525.83908143124,102198.88642438772,102147.0814961712
2025-11-09 00:00:00+00:00,102069.71875,102307.6328125,102069.71875,102287.390625,665444352,46.473635245865566,101791.35995370532,102158.358984375,102525.35801504467,102186.58474111269,102144.04766298803
2025-11-09 00:15:00+00:00,101714.125,102053.546875,101677.78125,102053.546875,157323264,35.74038029264143,101798.59404686067,102159.560546875,102520.52704688933,102141.58857529244,102127.187950714
2025-11-09 00:30:00+00:00,102001.453125,102041.59375,101748.7421875,101748.7421875,1045241856,46.49361476500789,101803.45375307335,102161.206640625,102518.95952817664,102128.24234193125,102122.25717323502
2025-11-09 00:45:00+00:00,101766.984375,102001.0859375,101749.5625,102001.0859375,711970816,40.53287829168988,101769.7953318,102153.528125,102537.26091819999,102093.83682127114,102108.32490663757
2025-11-09 01:00:00+00:00,101852.4140625,101979.9453125,101760.6328125,101760.6328125,175001600,43.38111734285063,101746.42752451022,102146.487109375,102546.54669423978,102070.84417757865,102098.28918725964
2025-11-09 01:15:00+00:00,101763.8515625,101952.7421875,101763.8515625,101897.1953125,23891968,41.1791896794992,101698.6688005895,102131.29453125,102563.92026191049,102041.6067856664,102085.17398628868
2025-11-09 01:30:00+00:00,101899.890625,101899.890625,101712.0625,101812.6953125,62984192,45.73553165440285,101677.44434688527,102121.5484375,102565.65252811472,102028.11000846008,102077.9079721205
2025-11-09 01:45:00+00:00,102041.6796875,102061.375,101948.25,101948.25,446464,50.07620113834648,101679.15189104932,102122.4921875,102565.83248395068,102029.40235884483,102076.48725507657
2025-11-09 02:00:00+00:00,101807.6484375,102025.0625,101807.6484375,102025.0625,725946368,43.84242077863002,101645.34447487847,102109.222265625,102573.10005637152,102008.28293776438,102065.94455634808
2025-11-09 02:15:00+00:00,101874.6796875,101965.71875,101818.0390625,101825.84375,10215424,45.91902062841749,101623.73335916539,102098.73046875,102573.72757833461,101995.55881869157,102058.443973256
2025-11-09 02:30:00+00:00,101784.7578125,101873.828125,101775.0703125,101873.828125,0,43.59035280134242,101588.29269069301,102073.3734375,102558.454184307,101975.48253238761,102047.71118263812
2025-11-09 02:45:00+00:00,101616.46875,101854.890625,101616.46875,101769.3515625,890281984,39.54816502515404,101525.54326156685,102041.128125,102556.71298843315,101941.29074358879,102030.79971469151
2025-11-09 03:00:00+00:00,101728.8359375,101764.6171875,101578.0,101613.8359375,1057751040,43.32710343383357,101492.05918899391,102014.665234375,102537.2712797561,101921.05695253273,102018.95799793891
2025-11-09 03:15:00+00:00,101526.234375,101782.40625,101512.3671875,101721.234375,48668672,38.637295973081564,101430.3291489048,101975.44140625,102520.5536635952,101883.45480229153,101999.6355029217
2025-11-09 03:30:00+00:00,101704.3359375,101704.3359375,101468.875,101468.875,857538560,44.34080222953715,101407.03467702244,101947.45546875,102487.87626047757,101866.39586278757,101988.05512780712
2025-11-09 03:45:00+00:00,101650.90625,101693.8203125,101543.484375,101642.9453125,49504256,43.048121641079504,101393.7334237467,101911.24453125,102428.75563875331,101845.87304252209,101974.83360318723
2025-11-09 04:00:00+00:00,101788.796875,101802.5,101632.546875,101634.7421875,1531555840,47.31682895321195,101409.24396006134,101881.626953125,102354.00994618866,101840.4372170438,101967.5380452191
2025-11-09 04:15:00+00:00,102017.1953125,102049.1640625,101802.21875,101802.21875,893173760,53.52988340267065,101449.32609329048,101862.22578125,102275.12546920952,101857.27132137296,101969.48538903405
2025-11-09 04:30:00+00:00,101848.71875,102053.9375,101848.71875,102040.6875,774610944,48.94457200439801,101490.34798285463,101837.119140625,102183.89029839537,101856.45679076601,101964.74944240526
2025-11-09 04:45:00+00:00,101702.1015625,101851.8125,101702.1015625,101849.625,0,45.30733865145219,101524.08720122658,101808.03984375,102091.99248627342,101841.75629283593,101954.44952554622
2025-11-09 05:00:00+00:00,101751.0625,101752.375,101660.859375,101701.4765625,0,46.73094892729852,101534.09966956369,101792.10703125,102050.1143929363,101833.11878875631,101946.4735637601
2025-11-09 05:15:00+00:00,101889.0859375,101889.0859375,101762.6328125,101763.703125,850186240,50.63211448623357,101542.15365253997,101800.855078125,102059.55650371002,101838.44899339856,101944.22306861264
2025-11-09 05:30:00+00:00,101842.3515625,101911.3046875,101796.9921875,101911.3046875,212619264,49.31516772490347,101550.06307758308,101792.9,102035.73692241691,101838.82066664631,101940.22810758861
2025-11-09 05:45:00+00:00,101884.125,101884.125,101816.765625,101816.765625,38981632,50.55319120357635,101553.06896106785,101798.75703125,102044.44510143215,101843.13536506095,101938.0279857224
2025-11-09 06:00:00+00:00,101837.3359375,101912.5,101831.328125,101895.65625,618635264,49.10636143535726,101552.88640722606,101798.003125,102043.11984277394,101842.58303862657,101934.07927794897
2025-11-09 06:15:00+00:00,101867.0390625,101880.6953125,101830.4765625,101846.40625,0,50.0830572374062,101556.79761812808,101803.1625,102049.52738187193,101844.91218375738,101931.45024989215
2025-11-09 06:30:00+00:00,101910.8984375,101910.8984375,101811.5625,101862.7734375,6946816,51.56125876819775,101556.43858198579,101803.712890625,102050.98719926421,101851.19658887573,101930.644296465
2025-11-09 06:45:00+00:00,101701.5,101902.3359375,101699.9375,101902.3359375,793718784,44.74799868944578,101561.42359811337,101786.70390625,102011.98421438663,101836.93977088756,101921.65824562324
2025-11-09 07:00:00+00:00,101845.0,101845.0,101699.65625,101728.671875,34050048,49.65741762316498,101562.01196002573,101788.571484375,102015.13100872427,101837.7074117554,101918.65203991253
2025-11-09 07:15:00+00:00,101784.640625,101818.6015625,101744.9609375,101818.6015625,813494272,47.73606867978024,101560.98140169664,101784.06953125,102007.15766080336,101832.65343206441,101913.39669030812
2025-11-09 07:30:00+00:00,101852.953125,101886.453125,101763.7109375,101769.6875,792322048,50.08977240058651,101562.3777582474,101787.479296875,102012.5808355026,101834.58673615352,101911.02635441368
2025-11-09 07:45:00+00:00,101885.4609375,101904.8359375,101846.2734375,101848.578125,104546304,51.2156786695375,101586.41015724528,101800.92890625,102015.44765525473,101839.43189818652,101910.02378904453
2025-11-09 08:00:00+00:00,101918.3125,101931.046875,101887.65625,101922.34375,704364544,52.384673055109246,101592.74340793832,101810.402734375,102028.06206081169,101846.94433645447,101910.34883653298
2025-11-09 08:15:00+00:00,101881.828125,101999.328125,101822.4296875,101950.578125,799850496,50.92518567967687,101652.16793603456,101828.182421875,102004.19690771544,101850.26660203024,101909.23037725718
2025-11-09 08:30:00+00:00,101901.3984375,101993.8515625,101891.765625,101915.1953125,806703104,51.70249933139188,101668.92821531605,101838.035546875,102007.14287843397,101855.13630064641,101908.92324236475
2025-11-09 08:45:00+00:00,101939.59375,101939.59375,101883.671875,101907.0390625,576638976,53.258595309864525,101701.39635094011,101852.469921875,102003.5434928099,101863.17986725151,101910.12600737005
2025-11-09 09:00:00+00:00,102071.2265625,102071.2265625,101961.296875,101961.296875,0,58.25086441232898,101691.13314701142,101866.59140625,102042.04966548856,101882.99383822756,101916.44367619869
2025-11-09 09:15:00+00:00,101936.734375,102117.5234375,101936.734375,102046.9765625,1622110208,52.125094718856836,101697.73947535323,101862.568359375,102027.39724339677,101888.11198458684,101917.23938987717
2025-11-09 09:30:00+00:00,101949.46875,101979.546875,101926.140625,101933.296875,21655552,52.63301932609097,101698.67087594929,101867.605859375,102036.54084280072,101893.95548605475,101918.50328635257
2025-11-09 09:45:00+00:00,101669.578125,101906.375,101626.484375,101906.375,102526976,42.068616437197136,101690.21531925461,101865.9796875,102041.7440557454,101872.58621357335,101908.74151531914
2025-11-09 10:00:00+00:00,101562.2734375,101638.2890625,101524.90625,101638.2890625,226254848,38.8491546845366,101641.26597835551,101856.540234375,102071.81449039449,101843.03261585208,101895.15453187525
2025-11-09 10:15:00+00:00,101739.4296875,101786.8125,101532.796875,101573.2265625,209207296,46.17312649046355,101628.48959363933,101849.057421875,102069.62525011066,101833.16567029474,101889.04767523307
2025-11-09 10:30:00+00:00,101676.1328125,101718.359375,101584.1953125,101718.359375,996618240,44.13900355124111,101607.6253344988,101840.746484375,102073.8676342512,101818.21016002857,101880.69807277295
2025-11-09 10:45:00+00:00,101826.2734375,101869.34375,101752.9296875,101752.9296875,924934144,49.78945893091193,101605.52319975522,101837.85390625,102070.1846127448,101818.97809121631,101878.56377335048
2025-11-09 11:00:00+00:00,102069.75,102069.75,101849.7109375,101849.7109375,48128000,57.32761778506395,101596.11222026237,101849.474609375,102102.83699848763,101842.86113014809,101886.06127243479
2025-11-09 11:15:00+00:00,102201.015625,102242.875,102140.171875,102162.40625,554864640,60.74898585995545,101569.97821150122,101866.1734375,102162.36866349877,101876.97108203874,101898.41242351578
2025-11-09 11:30:00+00:00,102155.75,102155.75,102054.90625,102054.90625,751845376,58.992471535553676,101556.69728596705,101878.416015625,102200.13474528295,101903.52145517792,101908.50409318184
2025-11-09 11:45:00+00:00,102188.7109375,102266.2890625,102151.1484375,102151.1484375,627163136,59.90166175754501,101564.95126974076,101902.7765625,102240.60185525924,101930.68235825622,101919.49259688059
2025-11-09 12:00:00+00:00,102228.2421875,102228.2421875,102127.078125,102208.90625,0,61.01796289368123,101557.00699188336,101921.938671875,102286.87035186664,101959.02138961278,101931.60042396371
2025-11-09 12:15:00+00:00,102238.3984375,102384.4765625,102228.3046875,102228.3046875,965672960,61.31592751339437,101560.73155673123,101944.6265625,102328.52156826876,101985.6287275068,101943.63171861219
2025-11-09 12:30:00+00:00,102150.484375,102245.46875,102114.328125,102164.8515625,1030156288,57.23751992518827,101567.98708321914,101959.503125,102351.01916678087,102001.32926536331,101951.74358749014
2025-11-09 12:45:00+00:00,102055.9140625,102179.3984375,102055.9140625,102143.265625,10477568,53.142636181014964,101575.9073897386,101968.02578125,102360.14417276141,102006.52781747156,101955.82870415719
2025-11-09 13:00:00+00:00,102403.0390625,102403.0390625,102065.234375,102065.234375,672600064,63.47253474714875,101557.79661769149,101992.262109375,102426.72760105852,102044.29079318856,101973.36636526867
2025-11-09 13:15:00+00:00,102460.90625,102460.90625,102334.6875,102340.078125,783413248,64.86316603817536,101544.88285297235,102021.216015625,102497.54917827765,102083.96845574204,101992.4855764346
2025-11-09 13:30:00+00:00,102706.625,102731.78125,102472.84375,102478.8125,289153024,70.0732285459473,101503.35976792935,102061.47734375,102619.59491957065,102143.2690790047,102020.4910440254
2025-11-09 13:45:00+00:00,102877.796875,102970.890625,102730.609375,102747.890625,887586816,73.06901802072052,101450.36214278551,102108.3875,102766.41285721448,102213.22410719474,102054.11088053421
2025-11-09 14:00:00+00:00,103078.640625,103105.3671875,102775.5078125,102901.2578125,0,76.09304885251457,101377.18889841605,102158.758203125,102940.32750783396,102295.6447279381,102094.28851757209
2025-11-09 14:15:00+00:00,103622.2109375,103622.2109375,102949.828125,103061.2890625,971227136,81.9879779568434,101242.57107212431,102243.03203125,103243.49299037569,102421.98436694399,102154.20704384378
2025-11-09 14:30:00+00:00,103290.375,103976.703125,103287.9921875,103831.765625,3059261440,70.55103050170517,101221.45830393852,102310.07734375,103398.69638356149,102504.68823675884,102198.76264996757
2025-11-09 14:45:00+00:00,102975.3828125,103322.9296875,102975.3828125,103312.5390625,324820992,61.746018419660146,101291.61549460824,102375.367578125,103459.11966164177,102549.51629159134,102229.2183426159
2025-11-09 15:00:00+00:00,103367.734375,103412.5,102996.1328125,102996.1328125,1226944512,67.23181034108924,101367.16183951404,102465.640625,103564.11941048596,102627.44182334455,102273.86603016038
2025-11-09 15:15:00+00:00,103467.2109375,103557.3828125,103340.265625,103340.265625,954953728,68.46651947630923,101424.21963491515,102552.0296875,103679.83974008486,102707.41983421649,102320.6638696639
2025-11-09 15:30:00+00:00,103859.6484375,103859.6484375,103518.953125,103557.0546875,263180288,72.81792219146723,101472.58761518709,102661.20546875,103849.82332231292,102817.15589167205,102381.01620565748
2025-11-09 15:45:00+00:00,103758.5078125,104012.7421875,103707.8125,103833.359375,1410777088,70.13188097439694,101542.55207553162,102757.8171875,103973.08229946837,102906.80845556043,102435.0354843572
2025-11-09 16:00:00+00:00,103478.421875,103822.265625,103459.9921875,103730.7734375,378998784,63.18141253031558,101617.38635445407,102828.25078125,104039.11520804593,102961.2478288404,102475.95259771575
2025-11-09 16:15:00+00:00,103500.859375,103522.6875,103367.890625,103380.046875,84008960,63.493542967237914,101684.48641833726,102893.24296875,104101.99951916274,103012.63940466511,102516.14502035435
2025-11-09 16:30:00+00:00,103468.8046875,103490.78125,103345.8515625,103488.5859375,1010528256,62.67607163692612,101775.11939204721,102958.895703125,104142.67201420279,103056.08371731605,102553.50422298751
2025-11-09 16:45:00+00:00,103818.515625,103839.796875,103491.9140625,103491.9140625,292216832,67.58013940891334,101855.5162869259,103040.3859375,104225.25558807411,103128.69627995262,102603.11251326252
2025-11-09 17:00:00+00:00,103643.4375,103915.578125,103579.4296875,103819.6953125,73678848,63.10948492499917,101960.18651427413,103111.145703125,104262.10489197588,103177.71925329046,102643.90957156595
2025-11-09 17:15:00+00:00,103522.7734375,103633.859375,103393.984375,103633.859375,957984768,60.15582526327749,102084.6028919192,103175.364453125,104266.1260143308,103210.58155654851,102678.37482121043
2025-11-09 17:30:00+00:00,103512.1796875,103772.5859375,103512.1796875,103656.921875,116506624,59.89080296719649,102251.56630848431,103243.44921875,104235.33212901569,103239.3051880677,102711.073051261
2025-11-09 17:45:00+00:00,103601.1953125,103639.84375,103489.7265625,103489.7265625,1072050176,61.42850573438139,102481.96345542958,103320.71328125,104159.46310707043,103273.7709142041,102745.97980660372
2025-11-09 18:00:00+00:00,103659.9609375,103710.9296875,103581.9921875,103617.9453125,173899776,62.45193489632532,102647.15232423409,103383.559375,104119.9664257659,103310.55091642276,102781.82220389377
2025-11-09 18:15:00+00:00,103624.25,103669.59375,103566.203125,103638.5,764776448,61.38601796276748,102833.37609180964,103441.7265625,104050.07703319036,103340.42701962058,102814.85858805479
2025-11-09 18:30:00+00:00,103766.3359375,103770.75,103619.8828125,103619.8828125,0,64.01751646714229,102973.3103350127,103494.712109375,104016.1138837373,103380.98977370432,102852.17142528793
2025-11-09 18:45:00+00:00,104487.046875,104487.046875,103788.5625,103788.5625,752955392,73.77878152117435,102969.54127903732,103575.174609375,104180.80793971267,103486.32854525628,102916.28418802175
2025-11-09 19:00:00+00:00,104292.015625,104571.34375,104268.0703125,104507.8203125,329846784,68.37335883419321,102999.0294534981,103635.843359375,104272.6572652519,103563.06064808903,102970.23444045227
2025-11-09 19:15:00+00:00,104634.25,104634.25,104190.6875,104229.3828125,236007424,72.2196332397586,102915.3320163486,103686.4453125,104457.5586086514,103665.07868160437,103035.48995259141
2025-11-09 19:30:00+00:00,104709.390625,104774.03125,104600.890625,104731.7421875,539353088,72.99614635734315,102889.9926431886,103757.39609375,104624.79954431139,103764.53696192776,103101.13311621526
2025-11-09 19:45:00+00:00,104786.1875,104786.1875,104691.8359375,104722.953125,815505408,73.80213721056973,102948.50761667117,103847.936328125,104747.36503957883,103861.83701317274,103167.21368028525
2025-11-09 20:00:00+00:00,104517.8671875,104987.3984375,104477.078125,104788.0625,1848672256,66.35063032690098,102989.26250604894,103905.44296875,104821.62343145105,103924.31607739438,103220.18048448976
2025-11-09 20:15:00+00:00,104507.140625,104580.390625,104462.8125,104533.6328125,254078976,66.0634674912728,103028.69263404551,103957.439453125,104886.18627220449,103979.82317716634,103270.64950960781
2025-11-09 20:30:00+00:00,104550.328125,104674.0546875,104491.796875,104499.0,974675968,66.68858044860285,103029.58523695766,103991.9734375,104954.36163804233,104034.15698172193,103320.83298472124
2025-11-09 20:45:00+00:00,104588.6171875,104614.625,104525.4609375,104561.5,77119488,67.26430396085529,103043.7336127174,104033.47890625,105023.2241997826,104086.96271560556,103370.5500122812
2025-11-09 21:00:00+00:00,104409.765625,104635.6171875,104386.1640625,104622.8828125,2267496448,61.884056070109516,103111.73704617441,104080.04609375,105048.35514132559,104117.7058498336,103411.30356572114
2025-11-09 21:15:00+00:00,104634.140625,104646.859375,104382.90625,104382.90625,75948032,65.60133872365887,103178.01737616994,104136.71015625,105095.40293633007,104166.89011413517,103459.25796020267
2025-11-09 21:30:00+00:00,104650.671875,104793.03125,104602.8125,104631.9765625,129638400,65.86547537995355,103263.74368239565,104195.803515625,105127.86334885434,104212.96456755087,103505.98007450845
2025-11-09 21:45:00+00:00,104523.21875,104771.265625,104341.6875,104771.265625,340099072,61.91787949711234,103305.43595772958,104231.038671875,105156.6413860204,104242.51258492698,103545.87178727283
2025-11-09 22:00:00+00:00,104375.203125,104594.0859375,104205.515625,104504.6171875,528445440,57.60029058796388,103380.78580297173,104267.626953125,105154.46810327827,104255.14977921966,103578.39458483076
2025-11-09 22:15:00+00:00,104444.03125,104655.6328125,104427.109375,104427.109375,1024327680,59.03091151995794,103493.164152941,104313.68984375,105134.21553455901,104273.13849072254,103612.34112071976
2025-11-09 22:30:00+00:00,104260.546875,104424.1875,104189.84375,104393.546875,1184440320,53.81770751167039,103616.43616492332,104351.108203125,105085.78024132668,104271.93928922516,103637.76095422095
2025-11-09 22:45:00+00:00,104688.78125,104774.640625,104273.65625,104273.65625,1135579136,62.20665831193399,103743.48650255897,104405.4875,105067.48849744104,104311.63852358467,103678.97743640837
2025-11-09 23:00:00+00:00,105045.875,105253.3046875,104675.6484375,104675.6484375,614928384,67.50703682592783,103850.36747488049,104474.783203125,105099.19893136951,104381.5658070528,103732.58126243157
2025-11-09 23:15:00+00:00,104766.1484375,105028.421875,104718.7734375,104951.203125,535957504,60.36513450251761,104032.72576819872,104531.878125,105031.03048180128,104418.19272423825,103773.11330851268
2025-11-09 23:30:00+00:00,104597.078125,104748.078125,104566.4140625,104689.6015625,1449713664,56.47604894749588,104218.60403202813,104573.415234375,104928.22643672187,104435.2294290727,103805.42565425728
2025-11-09 23:45:00+00:00,104740.078125,104740.625,104534.5625,104569.6640625,327028736,58.88860233029536,104226.46403506954,104586.066796875,104945.66955868047,104464.26263820865,103842.07869232564
2025-11-10 00:00:00+00:00,104970.5859375,104970.5859375,104365.1796875,104725.828125,1001811968,62.49726172489735,104249.87729730323,104619.9953125,104990.11332769677,104512.48390480783,103886.33387841092
2025-11-10 00:15:00+00:00,105510.140625,105643.3515625,104991.4140625,105021.484375,1470758912,69.29196097899927,104127.36967489585,104663.78984375,105200.21001260415,104607.49883054041,103950.0125743556
2025-11-10 00:30:00+00:00,105973.34375,105990.8203125,105500.1484375,105508.84375,2191675392,73.69772531353115,103943.18827637429,104726.9875,105510.78672362572,104737.57929906038,104029.3588949691
2025-11-10 00:45:00+00:00,106373.5703125,106432.9375,105978.203125,105996.8203125,311169024,76.79556720067251,103743.0178212894,104806.356640625,105869.69545996061,104893.387967007,104121.28875448012
2025-11-10 01:00:00+00:00,106529.5234375,106529.5234375,106151.7421875,106284.1640625,3547099136,77.8884125724156,103615.6465486754,104906.939453125,106198.2323575746,105049.21039276825,104215.72933028483
